日期,序號,會員代號,投注金額（元）,本店所屬起算日,保障本店所屬到期日
2024-01-01,467,珏75970,0,2024-01-01,2024-07-01
2024-01-01,468,書16443,0,2024-01-01,2024-07-01
2024-01-01,469,雯90725,0,2024-01-01,2024-07-01
2024-01-01,470,婷47063,0,2024-01-01,2024-07-01
2024-01-01,471,翔66743,0,2024-01-01,2024-07-01
2024-01-01,472,隱99380,0,2024-01-01,2024-07-01
2024-01-01,473,羽57808,0,2024-01-01,2024-07-01
2024-01-01,474,鋐15097,0,2024-01-01,2024-07-01
2024-01-01,475,鈴38045,0,2024-01-01,2024-07-01
2024-01-01,476,凱57246,0,2024-01-01,2024-07-01
2024-01-01,477,秋19825,0,2024-01-01,2024-07-01
2024-01-01,478,靜28139,0,2024-01-01,2024-07-01
2024-01-01,479,忠52296,0,2024-01-01,2024-07-01
2024-01-01,480,愷16695,0,2024-01-02,2024-07-02
2024-01-01,481,軒41945,0,2024-01-01,2024-07-01
2024-01-01,482,苓42533,0,2024-01-01,2024-07-01
2024-01-01,483,菘72105,0,2024-01-01,2024-07-01
2024-01-01,484,文81646,0,2024-01-01,2024-07-01
2024-01-01,485,婷38991,0,2024-01-01,2024-07-01
2024-01-01,486,嘉56180,0,2024-01-01,2024-07-01
2024-01-01,487,翰83176,0,2024-01-01,2024-07-01
2024-01-01,488,輝50517,0,2024-01-01,2024-07-01
2024-01-01,489,廣37369,0,2024-01-01,2024-07-01
2024-01-01,490,富80536,0,2024-01-01,2024-07-01
2024-01-01,491,蓉18180,0,2024-01-01,2024-07-01
2024-01-01,492,詩81250,0,2024-01-01,2024-07-01
2024-01-01,493,傑46257,0,2024-01-01,2024-07-01
2024-01-01,494,文44965,0,2024-01-01,2024-07-01
2024-01-01,495,慧20669,0,2024-01-01,2024-07-01
2024-01-01,496,穎64570,0,2024-01-01,2024-07-01
2024-01-01,497,甫83056,0,2024-01-01,2024-07-01
2024-01-01,498,昀21060,0,2024-01-01,2024-07-01
2024-01-01,499,君10230,0,2024-01-01,2024-07-01
2024-01-01,500,丞66433,0,2024-01-01,2024-07-01
2024-01-01,501,傑41118,0,2024-01-01,2024-07-01
2024-01-01,502,錦16765,0,2024-01-01,2024-07-01
2024-01-01,503,琪22627,0,2024-01-01,2024-07-01
2024-01-01,504,軒96352,0,2024-01-01,2024-07-01
2024-01-01,505,恒99304,0,2024-01-01,2024-07-01
2024-01-01,506,廷08826,0,2024-01-01,2024-07-01
2024-01-01,507,堂47680,0,2024-01-01,2024-07-01
2024-01-01,508,民77780,0,2024-01-01,2024-07-01
2024-01-01,509,孝58117,0,2024-01-01,2024-07-01
2024-01-01,510,坤94032,0,2024-01-01,2024-07-01
2024-01-01,511,嘉01393,0,2024-01-01,2024-07-01
2024-01-01,512,龍08018,0,2024-01-01,2024-07-01
2024-01-01,513,謀38732,0,2024-01-01,2024-07-01
2024-01-01,514,雲66322,0,2024-01-01,2024-07-01
2024-01-01,515,陞25645,0,2024-01-01,2024-07-01
2024-01-01,516,沛41820,0,2024-01-01,2024-07-01
2024-01-01,517,丞88003,0,2024-01-01,2024-07-01
2024-01-01,518,豪56197,0,2024-01-01,2024-07-01
2024-01-01,519,偉50926,0,2024-01-01,2024-07-01
2024-01-01,520,弘02778,0,2024-01-01,2024-07-01
2024-01-01,521,興53190,0,2024-01-01,2024-07-01
2024-01-01,522,荃69990,0,2024-01-01,2024-07-01
2024-01-01,523,霖97930,0,2024-01-01,2024-07-01
2024-01-01,524,翰70980,0,2024-01-01,2024-07-01
2024-01-01,525,銨00828,0,2024-01-01,2024-07-01
2024-01-01,526,弘82710,0,2024-01-01,2024-07-01
2024-01-01,527,澐24788,0,2024-01-01,2024-07-01
2024-01-01,528,翔04035,0,2024-01-01,2024-07-01
2024-01-01,529,靜91640,0,2024-01-01,2024-07-01
2024-01-01,530,閩92387,0,2024-01-01,2024-07-01
2024-01-01,531,峰96244,0,2024-01-01,2024-07-01
2024-01-01,532,達22286,0,2024-01-03,2024-07-03
2024-01-01,533,銘14408,0,2024-01-01,2024-07-01
2024-01-01,534,廷21828,0,2024-01-01,2024-07-01
2024-01-01,535,華63310,0,2024-01-01,2024-07-01
2024-01-01,536,輿58866,0,2024-01-01,2024-07-01
2024-01-01,537,祐16930,0,2024-01-01,2024-07-01
2024-01-01,538,儒85770,0,2024-01-01,2024-07-01
2024-01-01,539,一58045,0,2024-01-01,2024-07-01
2024-01-01,540,君05778,0,2024-01-01,2024-07-01
2024-01-01,541,渝59371,0,2024-01-01,2024-07-01
2024-01-01,542,廷46886,0,2024-01-01,2024-07-01
2024-01-01,543,桀32635,0,2024-01-01,2024-07-01
2024-01-01,544,辰95368,0,2024-01-01,2024-07-01
2024-01-01,545,嘉62165,0,2024-01-01,2024-07-01
2024-01-01,546,恩77587,0,2024-01-01,2024-07-01
2024-01-01,547,生78004,0,2024-01-01,2024-07-01
2024-01-01,548,珊24696,0,2024-01-01,2024-07-01
2024-01-01,549,麒39351,0,2024-01-01,2024-07-01
2024-01-01,550,緻98328,0,2024-01-01,2024-07-01
2024-01-01,551,新85775,0,2024-01-01,2024-07-01
2024-01-01,552,廷50800,0,2024-01-01,2024-07-01
2024-01-01,553,豪57014,0,2024-01-01,2024-07-01
2024-01-01,554,菁82500,0,2024-01-01,2024-07-01
2024-01-01,555,泓91763,0,2024-01-01,2024-07-01
2024-01-01,556,誠60332,0,2024-01-01,2024-07-01
2024-01-01,557,顯07716,0,2024-01-01,2024-07-01
2024-01-01,558,臻72078,0,2024-01-01,2024-07-01
2024-01-01,559,淵20079,0,2024-01-01,2024-07-01
2024-01-01,560,辰52100,0,2024-01-01,2024-07-01
2024-01-01,561,和61767,0,2024-01-01,2024-07-01
2024-01-01,562,麟11057,0,2024-01-01,2024-07-01
2024-01-01,563,廷23589,0,2024-01-01,2024-07-01
2024-01-01,564,蓉51723,0,2024-01-01,2024-07-01
2024-01-01,565,彥31070,0,2024-01-01,2024-07-01
2024-01-01,566,軒44792,0,2024-01-01,2024-07-01
2024-01-01,567,淑98421,0,2024-01-01,2024-07-01
2024-01-01,568,卿06741,0,2024-01-01,2024-07-01
2024-01-01,569,祐88390,0,2024-01-01,2024-07-01
2024-01-01,570,綸01154,0,2024-01-01,2024-07-01
2024-01-01,571,華57396,0,2024-01-01,2024-07-01
2024-01-01,572,均46689,0,2024-01-01,2024-07-01
2024-01-01,573,龍59317,0,2024-01-01,2024-07-01
2024-01-01,574,睿08921,0,2024-01-01,2024-07-01
2024-01-01,575,舜62414,0,2024-01-01,2024-07-01
2024-01-01,576,旋06350,0,2024-01-01,2024-07-01
2024-01-01,577,鈞85537,0,2024-01-01,2024-07-01
2024-01-01,578,楀69800,0,2024-01-01,2024-07-01
2024-01-01,579,馨01933,0,2024-01-01,2024-07-01
2024-01-01,580,敬24509,0,2024-01-01,2024-07-01
2024-01-01,581,偉96032,0,2024-01-01,2024-07-01
2024-01-01,582,如99518,0,2024-01-01,2024-07-01
2024-01-01,583,方01629,0,2024-01-02,2024-07-02
2024-01-01,584,汶33252,0,2024-01-01,2024-07-01
2024-01-01,585,綸68599,0,2024-01-01,2024-07-01
2024-01-01,586,玲31270,0,2024-01-01,2024-07-01
2024-01-01,587,偉45732,0,2024-01-02,2024-07-02
2024-01-01,588,吉96266,0,2024-01-01,2024-07-01
2024-01-01,589,凡96651,0,2024-01-01,2024-07-01
2024-01-01,590,衛00233,0,2024-01-02,2024-07-02
2024-01-01,591,昇09580,0,2024-01-01,2024-07-01
2024-01-01,592,恩23340,0,2024-01-01,2024-07-01
2024-01-01,593,任35306,0,2024-01-01,2024-07-01
2024-01-01,594,喬52027,0,2024-01-01,2024-07-01
2024-01-01,595,玄52687,0,2024-01-01,2024-07-01
2024-01-01,596,樺74610,0,2024-01-01,2024-07-01
2024-01-01,597,廷75975,0,2024-01-01,2024-07-01
2024-01-01,598,甫82713,0,2024-01-01,2024-07-01
2024-01-01,599,誠16650,0,2024-01-01,2024-07-01
2024-01-01,600,蓉49275,0,2024-01-01,2024-07-01
2024-01-01,601,香19170,0,2024-01-01,2024-07-01
2024-01-01,602,顯20661,0,2024-01-01,2024-07-01
2024-01-01,603,傑42225,0,2024-01-01,2024-07-01
2024-01-01,604,麟63042,0,2024-01-01,2024-07-01
2024-01-01,605,遠18638,0,2024-01-01,2024-07-01
2024-01-01,606,立08021,0,2024-01-01,2024-07-01
2024-01-01,607,洲21655,0,2024-01-01,2024-07-01
2024-01-01,608,庭72679,0,2024-01-01,2024-07-01
2024-01-01,609,萱66501,0,2024-01-01,2024-07-01
2024-01-01,610,憲01385,0,2024-01-01,2024-07-01
2024-01-01,611,詒38170,0,2024-01-01,2024-07-01
2024-01-01,612,堯72049,0,2024-01-01,2024-07-01
2024-01-01,613,融03969,0,2024-01-01,2024-07-01
2024-01-01,614,倚32383,0,2024-01-01,2024-07-01
2024-01-01,615,捷26396,0,2024-01-01,2024-07-01
2024-01-01,616,貽71690,0,2024-01-01,2024-07-01
2024-01-01,617,松05592,0,2024-01-01,2024-07-01
2024-01-01,618,雲06973,0,2024-01-01,2024-07-01
2024-01-01,619,修05211,0,2024-01-01,2024-07-01
2024-01-01,620,珍38000,0,2024-01-01,2024-07-01
2024-01-01,621,茹49338,0,2024-01-01,2024-07-01
2024-01-01,622,祥21509,0,2024-01-01,2024-07-01
2024-01-01,623,賢59432,0,2024-01-01,2024-07-01
2024-01-01,624,儒99978,0,2024-01-01,2024-07-01
2024-01-01,625,承37559,0,2024-01-01,2024-07-01
2024-01-01,626,萱80535,0,2024-01-01,2024-07-01
2024-01-01,627,廷85935,0,2024-01-01,2024-07-01
2024-01-01,628,榮02821,0,2024-01-01,2024-07-01
2024-01-01,629,芬25316,0,2024-01-01,2024-07-01
2024-01-01,630,樺60585,0,2024-01-01,2024-07-01
2024-01-01,631,盛77086,0,2024-01-01,2024-07-01
2024-01-01,632,雯09172,0,2024-01-01,2024-07-01
2024-01-01,633,慧72756,0,2024-01-01,2024-07-01
2024-01-01,634,銓35842,0,2024-01-01,2024-07-01
2024-01-01,635,儫18675,0,2024-01-01,2024-07-01
2024-01-01,636,毓16657,0,2024-01-01,2024-07-01
2024-01-01,637,豪10990,0,2024-01-01,2024-07-01
2024-01-01,638,明17692,0,2024-01-01,2024-07-01
2024-01-01,639,禾98553,0,2024-01-01,2024-07-01
2024-01-01,640,宜67892,0,2024-01-01,2024-07-01
2024-01-01,641,斌95987,0,2024-01-01,2024-07-01
2024-01-01,642,宇28498,0,2024-01-01,2024-07-01
2024-01-01,643,豐37900,0,2024-01-01,2024-07-01
2024-01-01,644,妤33212,0,2024-01-01,2024-07-01
2024-01-01,645,諾17099,0,2024-01-01,2024-07-01
2024-01-01,646,宸25702,0,2024-01-01,2024-07-01
2024-01-01,647,瑋35035,0,2024-01-01,2024-07-01
2024-01-01,648,翰52673,0,2024-01-01,2024-07-01
2024-01-01,649,棋20405,0,2024-01-01,2024-07-01
2024-01-01,650,磊95877,0,2024-01-01,2024-07-01
2024-01-01,651,銓45131,0,2024-01-01,2024-07-01
2024-01-01,652,遠80397,0,2024-01-01,2024-07-01
2024-01-01,653,文10258,0,2024-01-01,2024-07-01
2024-01-01,654,廷37040,0,2024-01-01,2024-07-01
2024-01-01,655,妤68572,0,2024-01-01,2024-07-01
2024-01-01,656,成60658,0,2024-01-01,2024-07-01
2024-01-01,657,銘22621,0,2024-01-02,2024-07-02
2024-01-01,658,宇22634,0,2024-01-02,2024-07-02
2024-01-01,659,宇40852,0,2024-01-02,2024-07-02
2024-01-01,660,羽50091,0,2024-01-01,2024-07-01
2024-01-01,661,瑋37639,0,2024-01-02,2024-07-02
2024-01-01,662,志63742,0,2024-01-02,2024-07-02
2024-01-01,663,錦73211,0,2024-01-02,2024-07-02
2024-01-01,664,瑜97831,0,2024-01-01,2024-07-01
2024-01-01,665,嫣64515,0,2024-01-02,2024-07-02
2024-01-01,666,辰64923,0,2024-01-01,2024-07-01
2024-01-01,667,弦03004,0,2024-01-02,2024-07-02
2024-01-01,668,德72116,0,2024-01-02,2024-07-02
2024-01-01,669,成85051,0,2024-01-02,2024-07-02
2024-01-01,670,瑋12911,0,2024-01-02,2024-07-02
2024-01-01,671,偉52502,0,2024-01-02,2024-07-02
2024-01-01,672,昀68606,0,2024-01-02,2024-07-02
2024-01-01,673,中75738,0,2024-01-01,2024-07-01
2024-01-01,674,皓75990,0,2024-01-02,2024-07-02
2024-01-01,675,原90991,0,2024-01-02,2024-07-02
2024-01-01,676,皓00522,0,2024-01-02,2024-07-02
2024-01-01,677,鴻27097,0,2024-01-02,2024-07-02
2024-01-01,678,妮74024,0,2024-01-02,2024-07-02
2024-01-01,679,光74147,0,2024-01-02,2024-07-02
2024-01-01,680,蓮90891,0,2024-01-02,2024-07-02
2024-01-01,681,銓86572,0,2024-01-02,2024-07-02
2024-01-01,682,瑄05547,0,2024-01-03,2024-07-03
2024-01-01,683,禎09087,0,2024-01-01,2024-07-01
2024-01-01,684,零37376,0,2024-01-03,2024-07-03
2024-01-01,685,偉80970,0,2024-01-04,2024-07-04
2024-01-01,686,慶84646,0,2024-01-04,2024-07-04
2024-01-01,687,遠02873,0,2024-01-04,2024-07-04
2024-01-01,688,承05854,0,2024-01-04,2024-07-04
2024-01-01,689,衡32092,0,2024-01-04,2024-07-04
2024-01-01,690,胤61377,0,2024-01-04,2024-07-04
2024-01-01,691,耀85696,0,2024-01-01,2024-07-01
2024-01-01,692,騰36998,0,2024-01-01,2024-07-01
2024-01-01,693,偉11177,0,2024-01-01,2024-07-01
2024-01-01,694,靖80066,0,2024-01-02,2024-07-02
2024-01-01,695,男95973,0,2024-01-01,2024-07-01
2024-01-01,696,三37271,0,2024-01-01,2024-07-01
2024-01-01,697,汯84855,0,2024-01-01,2024-07-01
2024-01-01,698,嬅13646,0,2024-01-01,2024-07-01
2024-01-01,699,文22569,0,2024-01-01,2024-07-01
2024-01-01,700,超61925,0,2024-01-01,2024-07-01
2024-01-01,701,逸58317,0,2024-01-01,2024-07-01
2024-01-01,702,光75277,0,2024-01-01,2024-07-01
2024-01-01,703,翔81200,0,2024-01-01,2024-07-01
2024-01-01,704,傑00848,0,2024-01-01,2024-07-01
2024-01-01,705,玲36100,0,2024-01-01,2024-07-01
2024-01-01,706,綺50881,0,2024-01-01,2024-07-01
2024-01-01,707,哲51260,0,2024-01-01,2024-07-01
2024-01-01,708,翰94616,0,2024-01-01,2024-07-01
2024-01-01,709,慧27716,0,2024-01-01,2024-07-01
2024-01-01,710,璋65622,0,2024-01-01,2024-07-01
2024-01-01,711,義57530,0,2024-01-01,2024-07-01
2024-01-01,712,辰47372,0,2024-01-01,2024-07-01
2024-01-01,713,文00963,0,2024-01-01,2024-07-01
2024-01-01,714,得50839,0,2024-01-01,2024-07-01
2024-01-01,715,銘42417,0,2024-01-01,2024-07-01
2024-01-01,716,松26269,0,2024-01-01,2024-07-01
2024-01-01,717,郁66931,0,2024-01-01,2024-07-01
2024-01-01,718,巧02177,0,2024-01-01,2024-07-01
2024-01-01,719,穎06426,0,2024-01-01,2024-07-01
2024-01-01,720,凱37706,0,2024-01-01,2024-07-01
2024-01-01,721,婷43101,0,2024-01-01,2024-07-01
2024-01-01,722,擎84173,0,2024-01-01,2024-07-01
2024-01-01,723,甯91137,0,2024-01-01,2024-07-01
2024-01-01,724,澤49206,0,2024-01-01,2024-07-01
2024-01-01,725,美21645,0,2024-01-01,2024-07-01
2024-01-01,726,憲65737,0,2024-01-01,2024-07-01
2024-01-01,727,淙95302,0,2024-01-01,2024-07-01
2024-01-01,728,豪46229,0,2024-01-01,2024-07-01
2024-01-01,729,淵58667,0,2024-01-01,2024-07-01
2024-01-01,730,智82782,0,2024-01-01,2024-07-01
2024-01-01,731,哲79844,0,2024-01-01,2024-07-01
2024-01-01,732,中43356,0,2024-01-01,2024-07-01
2024-01-01,733,皓25889,0,2024-01-01,2024-07-01
2024-01-01,734,維54889,0,2024-01-01,2024-07-01
2024-01-01,735,源00659,0,2024-01-01,2024-07-01
2024-01-01,736,祥64695,0,2024-01-01,2024-07-01
2024-01-01,737,容26882,0,2024-01-01,2024-07-01
2024-01-01,738,倫78073,0,2024-01-01,2024-07-01
2024-01-01,739,杰69578,0,2024-01-01,2024-07-01
2024-01-01,740,瑱97123,0,2024-01-01,2024-07-01
2024-01-01,741,渝25335,0,2024-01-01,2024-07-01
2024-01-01,742,玲90118,0,2024-01-01,2024-07-01
2024-01-01,743,杰16153,0,2024-01-01,2024-07-01
2024-01-01,744,暐53508,0,2024-01-01,2024-07-01
2024-01-01,745,威15307,0,2024-01-01,2024-07-01
2024-01-01,746,軒83019,0,2024-01-01,2024-07-01
2024-01-01,747,衍60049,0,2024-01-01,2024-07-01
2024-01-01,748,慈81811,0,2024-01-01,2024-07-01
2024-01-01,749,良68297,0,2024-01-01,2024-07-01
2024-01-01,750,捷18752,0,2024-01-01,2024-07-01
2024-01-01,751,言59656,0,2024-01-01,2024-07-01
2024-01-01,752,豪75203,0,2024-01-01,2024-07-01
2024-01-01,753,佑05250,0,2024-01-01,2024-07-01
2024-01-01,754,杰03408,0,2024-01-01,2024-07-01
2024-01-01,755,菘12143,0,2024-01-01,2024-07-01
2024-01-01,756,恩17647,0,2024-01-01,2024-07-01
2024-01-01,757,志46610,0,2024-01-01,2024-07-01
2024-01-01,758,愷92512,0,2024-01-01,2024-07-01
2024-01-01,759,展27651,0,2024-01-01,2024-07-01
2024-01-01,760,安74811,0,2024-01-01,2024-07-01
2024-01-01,761,生19980,0,2024-01-01,2024-07-01
2024-01-01,762,隆59921,0,2024-01-01,2024-07-01
2024-01-01,763,湟25732,0,2024-01-01,2024-07-01
2024-01-01,764,揚78242,0,2024-01-01,2024-07-01
2024-01-01,765,豪91290,0,2024-01-01,2024-07-01
2024-01-01,766,源16560,0,2024-01-01,2024-07-01
2024-01-01,767,檉67810,0,2024-01-01,2024-07-01
2024-01-01,768,銘22218,0,2024-01-01,2024-07-01
2024-01-01,769,恩98417,0,2024-01-01,2024-07-01
2024-01-01,770,凡14518,0,2024-01-01,2024-07-01
2024-01-01,771,良46188,0,2024-01-01,2024-07-01
2024-01-01,772,勝10318,0,2024-01-01,2024-07-01
2024-01-01,773,凱97386,0,2024-01-01,2024-07-01
2024-01-01,774,盛82363,0,2024-01-01,2024-07-01
2024-01-01,775,杰09295,0,2024-01-01,2024-07-01
2024-01-01,776,顗87777,0,2024-01-01,2024-07-01
2024-01-01,777,民26458,0,2024-01-01,2024-07-01
2024-01-01,778,塏37230,0,2024-01-01,2024-07-01
2024-01-01,779,皓44456,0,2024-01-01,2024-07-01
2024-01-01,780,鴻79751,0,2024-01-01,2024-07-01
2024-01-01,781,吉43997,0,2024-01-01,2024-07-01
2024-01-01,782,宏13552,0,2024-01-01,2024-07-01
2024-01-01,783,賢54055,0,2024-01-01,2024-07-01
2024-01-01,784,源50309,0,2024-01-01,2024-07-01
2024-01-01,785,瑄28937,0,2024-01-01,2024-07-01
2024-01-01,786,婷95630,0,2024-01-01,2024-07-01
2024-01-01,787,欣35600,0,2024-01-01,2024-07-01
2024-01-01,788,叡79378,0,2024-01-01,2024-07-01
2024-01-01,789,堂10606,0,2024-01-01,2024-07-01
2024-01-01,790,昌79197,0,2024-01-01,2024-07-01
2024-01-01,791,華08084,0,2024-01-01,2024-07-01
2024-01-01,792,智61296,0,2024-01-01,2024-07-01
2024-01-01,793,恩99411,0,2024-01-01,2024-07-01
2024-01-01,794,娥00093,0,2024-01-01,2024-07-01
2024-01-01,795,庭52960,0,2024-01-01,2024-07-01
2024-01-01,796,晟94368,0,2024-01-01,2024-07-01
2024-01-01,797,霖41328,0,2024-01-01,2024-07-01
2024-01-01,798,景33727,0,2024-01-01,2024-07-01
2024-01-01,799,慶04180,0,2024-01-01,2024-07-01
2024-01-01,800,仁23841,0,2024-01-01,2024-07-01
2024-01-01,801,益09306,0,2024-01-01,2024-07-01
2024-01-01,802,軒29917,0,2024-01-01,2024-07-01
2024-01-01,803,婷83313,0,2024-01-01,2024-07-01
2024-01-01,804,瑄07846,0,2024-01-01,2024-07-01
2024-01-01,805,旂96851,0,2024-01-03,2024-07-03
2024-01-01,806,勛12298,0,2024-01-01,2024-07-01
2024-01-01,807,輝10858,0,2024-01-01,2024-07-01
2024-01-01,808,安69537,0,2024-01-01,2024-07-01
2024-01-01,809,屹69935,0,2024-01-01,2024-07-01
2024-01-01,810,瑜28986,0,2024-01-01,2024-07-01
2024-01-01,811,妤44145,0,2024-01-01,2024-07-01
2024-01-01,812,豪74911,0,2024-01-01,2024-07-01
2024-01-01,813,雪22532,0,2024-01-01,2024-07-01
2024-01-01,814,峯59071,0,2024-01-01,2024-07-01
2024-01-01,815,巽61247,0,2024-01-01,2024-07-01
2024-01-01,816,誠88528,0,2024-01-01,2024-07-01
2024-01-01,817,智68562,0,2024-01-01,2024-07-01
2024-01-01,818,堯65679,0,2024-01-01,2024-07-01
2024-01-01,819,禎82076,0,2024-01-01,2024-07-01
2024-01-01,820,貴14041,0,2024-01-01,2024-07-01
2024-01-01,821,暐19648,0,2024-01-01,2024-07-01
2024-01-01,822,傑85158,0,2024-01-01,2024-07-01
2024-01-01,823,沂80395,0,2024-01-01,2024-07-01
2024-01-01,824,偉88967,0,2024-01-01,2024-07-01
2024-01-01,825,誠13777,0,2024-01-01,2024-07-01
2024-01-01,826,怡76012,0,2024-01-01,2024-07-01
2024-01-01,827,勛11036,0,2024-01-01,2024-07-01
2024-01-01,828,蒙87300,0,2024-01-01,2024-07-01
2024-01-01,829,明28623,0,2024-01-01,2024-07-01
2024-01-01,830,仲39155,0,2024-01-01,2024-07-01
2024-01-01,831,渝93230,0,2024-01-01,2024-07-01
2024-01-01,832,翔12153,0,2024-01-01,2024-07-01
2024-01-01,833,均22496,0,2024-01-01,2024-07-01
2024-01-01,834,誠05591,0,2024-01-01,2024-07-01
2024-01-01,835,民06561,0,2024-01-01,2024-07-01
2024-01-01,836,杰57727,0,2024-01-01,2024-07-01
2024-01-01,837,達83500,0,2024-01-01,2024-07-01
2024-01-01,838,庭75117,0,2024-01-01,2024-07-01
2024-01-01,839,凱98311,0,2024-01-01,2024-07-01
2024-01-01,840,淞43101,0,2024-01-01,2024-07-01
2024-01-01,841,廷55377,0,2024-01-01,2024-07-01
2024-01-01,842,瑋65082,0,2024-01-01,2024-07-01
2024-01-01,843,鴻94636,0,2024-01-01,2024-07-01
2024-01-01,844,彬10413,0,2024-01-01,2024-07-01
2024-01-01,845,裕15014,0,2024-01-01,2024-07-01
2024-01-01,846,美61482,0,2024-01-01,2024-07-01
2024-01-01,847,秀67568,0,2024-01-01,2024-07-01
2024-01-01,848,翔87496,0,2024-01-01,2024-07-01
2024-01-01,849,森89116,0,2024-01-01,2024-07-01
2024-01-01,850,瑋41064,0,2024-01-01,2024-07-01
2024-01-01,851,昌83527,0,2024-01-01,2024-07-01
2024-01-01,852,哲99252,0,2024-01-01,2024-07-01
2024-01-01,853,瑜33367,0,2024-01-01,2024-07-01
2024-01-01,854,權60288,0,2024-01-01,2024-07-01
2024-01-01,855,盈83087,0,2024-01-01,2024-07-01
2024-01-01,856,瑜91740,0,2024-01-01,2024-07-01
2024-01-01,857,廷83713,0,2024-01-01,2024-07-01
2024-01-01,858,帆05772,0,2024-01-01,2024-07-01
2024-01-01,859,賢46964,0,2024-01-01,2024-07-01
2024-01-01,860,恬00075,0,2024-01-01,2024-07-01
2024-01-01,861,鈞81499,0,2024-01-01,2024-07-01
2024-01-01,862,恩31404,0,2024-01-01,2024-07-01
2024-01-01,863,慈17325,0,2024-01-01,2024-07-01
2024-01-01,864,安11153,0,2024-01-01,2024-07-01
2024-01-01,865,臻83308,0,2024-01-01,2024-07-01
2024-01-01,866,昇59403,0,2024-01-01,2024-07-01
2024-01-01,867,庭41301,0,2024-01-01,2024-07-01
2024-01-01,868,昀87750,0,2024-01-01,2024-07-01
2024-01-01,869,中13213,0,2024-01-02,2024-07-02
2024-01-01,870,威52780,0,2024-01-01,2024-07-01
2024-01-01,871,均11427,0,2024-01-01,2024-07-01
2024-01-01,872,勳17457,0,2024-01-01,2024-07-01
2024-01-01,873,文20506,0,2024-01-01,2024-07-01
2024-01-01,874,翔39708,0,2024-01-01,2024-07-01
2024-01-01,875,聰70893,0,2024-01-01,2024-07-01
2024-01-01,876,芳04477,0,2024-01-01,2024-07-01
2024-01-01,877,彥83870,0,2024-01-01,2024-07-01
2024-01-01,878,賢18593,0,2024-01-01,2024-07-01
2024-01-01,879,宏55857,0,2024-01-01,2024-07-01
2024-01-01,880,傑61595,0,2024-01-01,2024-07-01
2024-01-01,881,安97158,0,2024-01-01,2024-07-01
2024-01-01,882,毅15723,0,2024-01-01,2024-07-01
2024-01-01,883,婷74690,0,2024-01-01,2024-07-01
2024-01-01,884,秦09132,0,2024-01-01,2024-07-01
2024-01-01,885,岳25381,0,2024-01-01,2024-07-01
2024-01-01,886,銘01496,0,2024-01-01,2024-07-01
2024-01-01,887,嘉62642,0,2024-01-01,2024-07-01
2024-01-01,888,均50026,0,2024-01-01,2024-07-01
2024-01-01,889,富27477,0,2024-01-01,2024-07-01
2024-01-01,890,君01258,0,2024-01-01,2024-07-01
2024-01-01,891,穎39262,0,2024-01-01,2024-07-01
2024-01-01,892,鴻01301,0,2024-01-01,2024-07-01
2024-01-01,893,瑋78673,0,2024-01-01,2024-07-01
2024-01-01,894,欣81217,0,2024-01-01,2024-07-01
2024-01-01,895,銓70364,0,2024-01-01,2024-07-01
2024-01-01,896,生12963,0,2024-01-01,2024-07-01
2024-01-01,897,軒22028,0,2024-01-01,2024-07-01
2024-01-01,898,誠97219,0,2024-01-01,2024-07-01
2024-01-01,899,芬11752,0,2024-01-01,2024-07-01
2024-01-01,900,宏30235,0,2024-01-01,2024-07-01
2024-01-01,901,寧26556,0,2024-01-01,2024-07-01
2024-01-01,902,諭26566,0,2024-01-01,2024-07-01
2024-01-01,903,揚65728,0,2024-01-01,2024-07-01
2024-01-01,904,慧02636,0,2024-01-01,2024-07-01
2024-01-01,905,智16513,0,2024-01-01,2024-07-01
2024-01-02,1,彥83870,"50,350",2024-01-01,2024-07-01
2024-01-02,2,樺74610,"20,000",2024-01-01,2024-07-01
2024-01-02,3,佑59406,"17,350",2024-01-01,2024-07-01
2024-01-02,4,賓69986,"12,800",2024-01-01,2024-07-01
2024-01-02,5,方19846,"12,500",2024-01-01,2024-07-01
2024-01-02,6,翰16520,"12,200",2024-01-01,2024-07-01
2024-01-02,7,桀13469,"11,000",2024-01-01,2024-07-01
2024-01-02,8,容56772,"10,800",2024-01-01,2024-07-01
2024-01-02,9,倫15186,"10,370",2024-01-01,2024-07-01
2024-01-02,10,岳79021,"9,610",2024-01-01,2024-07-01
2024-01-02,11,金69717,"7,700",2024-01-01,2024-07-01
2024-01-02,12,庭41301,"7,530",2024-01-01,2024-07-01
2024-01-02,13,樺89917,"6,000",2024-01-01,2024-07-01
2024-01-02,14,媚29190,"3,610",2024-01-01,2024-07-01
2024-01-02,15,德62178,"3,510",2024-01-01,2024-07-01
2024-01-02,16,汝39210,"3,300",2024-01-01,2024-07-01
2024-01-02,17,林90600,"3,200",2024-01-01,2024-07-01
2024-01-02,18,榮02821,"3,000",2024-01-01,2024-07-01
2024-01-02,19,凱33923,"2,400",2024-01-01,2024-07-01
2024-01-02,20,聖29006,"2,130",2024-01-01,2024-07-01
2024-01-02,21,憲95989,"2,100",2024-01-01,2024-07-01
2024-01-02,22,銨00828,"2,100",2024-01-01,2024-07-01
2024-01-02,23,麒38273,"2,050",2024-01-01,2024-07-01
2024-01-02,24,翊37147,"2,000",2024-01-01,2024-07-01
2024-01-02,25,廣37369,"1,620",2024-01-01,2024-07-01
